lemma,pos,sent1,sent2,start1,end1,start2,end2,tag,position1,position2
source,NOUN,"For Blanche, Kitti 's death was a source of guilty, but nonetheless soaring, happy hope. ","In doing so science has unquestionably cleared up widespread misconceptions, removed extraneous and illusory sources of fear, and dispelled many undesirable popular superstitions. ",35,41,110,117,T,8,15
source,NOUN,"For Blanche, Kitti 's death was a source of guilty, but nonetheless soaring, happy hope. ","( See Source of Data, below, for per capita income data to be used in this step. ) ",35,41,6,12,F,8,2
aid,NOUN,"As an aid in reducing losses due to enterotoxemia ( overeating disease ), feed a complete ration containing not less than 20 and not more than 50 grams of Aureomycin per ton. ","As an aid in reducing bacterial diarrhea and preventing foot rot, feed not less than 0.1 milligram per pound of body weight daily. ",6,9,6,9,T,2,2
aid,NOUN,"As an aid in reducing losses due to enterotoxemia ( overeating disease ), feed a complete ration containing not less than 20 and not more than 50 grams of Aureomycin per ton. ","John, an engineer and anthropologist with a doctorate from the London School of Economics, headed the rural development division of USOM, the United States Operations Mission administering U. S. aid. ",6,9,198,201,F,2,32
reduce,VERB,"He walked with a heavy list to the right, as that leg was four inches shorter than the other, but the lurch did not reduce his feline quickness with his guns. ","In all the above procedures, when the intermediate sera were diluted to 1 : 10 or 1 : 100 with 0.85 % saline, the specific and nonspecific fluorescence were not appreciably reduced, whereas, a dilution of the intermediate sera to 1 : 500 or diluting the * * f to 1 : 5 greatly reduced specific fluorescence. ",118,124,281,288,T,26,58
reduce,VERB,"He walked with a heavy list to the right, as that leg was four inches shorter than the other, but the lurch did not reduce his feline quickness with his guns. ","But her personality was such that each affair lasted only until that lover, too, had been conquered and reduced to passivity. ",118,124,106,113,F,26,20
maintain,VERB,The fact that metropolitan churches of the major denominations have moved approximately every generation for the last hundred years becomes somewhat more intelligible in the light of this struggle to maintain economic balance. ,The Company maintained a store at which products of England could be purchased and brought in goods for the new merchants on the understanding that they refrain from trading in furs. ,200,208,12,22,T,30,2
maintain,VERB,The fact that metropolitan churches of the major denominations have moved approximately every generation for the last hundred years becomes somewhat more intelligible in the light of this struggle to maintain economic balance. ,Success depended upon maintaining her equanimity ; she must be poised and proud and unafraid in order to prove to the mountain that she was in earnest. ,200,208,22,33,F,30,3
principle,NOUN,"In regard to Eichmann, it was to be found in the Nazi outlook, which contained a principle separate from and far worse than anti-Semitism, a principle by which the poison of anti-Semitism itself was made more virulent. ",An extension of the principle would permit entering a grammatic description of each form. ,83,92,20,29,T,18,4
principle,NOUN,"In regard to Eichmann, it was to be found in the Nazi outlook, which contained a principle separate from and far worse than anti-Semitism, a principle by which the poison of anti-Semitism itself was made more virulent. ","In the audience a man named Ferguson lost his head and tried to rescue a little girl from the mob, on the same principle which had led Miss Harris to demand water. ",83,92,112,121,F,18,24
